senfi_number,shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
,79,http://emalls.ir/src/shop-default.svg,لوازم قنادی نارمیلا,https://emalls.ir//Shop/23905/,23905,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~23905,در حال همکاری با ایمالز,مهدی اسدزاده,۰۲۱۶۶۱۵۹۲۳۶,آزادی، استادمعین، هاشمی، نرسیده به یادگار، روبه روی پلیس +10 داخل بازارچه قائم واحد 11,narmilashop [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:33.281002+00:00,تهران - تهران,3 سال و 16 روز,https://www.narmilashop.com/,دارد (یک ستاره),
,80,http://emalls.ir//files/shoplogo/etjv1j2x330kaslao60n1c14y75xhbyjfc73qrfiyqikaydnip[medium].png,تجهیزلند,https://emalls.ir//Shop/33654/,33654,اینترنتی,,در حال همکاری با ایمالز,حامد اكبري مقيم,۰۲۱۶۶۴۷۷۷۹۰,منطقه شهرداری یازده، خیابان انقلاب، خیابان دانشگاه، کوچه میترا، پلاک ۱۱۶، طبقه همکف .,Tajhizland [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:33.497445+00:00,تهران - تهران,1 سال و 8 ماه و 10 روز,https://tajhizland.com/,دارد (یک ستاره),
,81,http://emalls.ir//files/shoplogo/ive8ojjjxs7vpokijr0cm411um6bezmmjnrlcdcwnqfaxsp5h3[medium].png,میکروسیم,https://emalls.ir//Shop/25335/,25335,اینترنتی,,در حال همکاری با ایمالز,مجتبی خانی قلعه نوئی,۰۲۱۳۶۶۹۳۲۸۶,محله: چهارراه حافظ، کوچه لاله، خیابان جمهوری اسلامی، پلاک: 666.0، پاساژ علاءالدین، طبقه: پنجم، واحد: 561,info [at] microsimmarket [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:33.873578+00:00,تهران - تهران,2 سال و 10 ماه و 9 روز,https://microsimmarket.com/,دارد (یک ستاره),
,82,http://emalls.ir//files/shoplogo/mhod0pncf3lnj3ab18uf5tf7dmy24fy0zlug8u33qbs1obx5gm[medium].jpg,رعد,https://emalls.ir//Shop/24036/,24036,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24036,در حال همکاری با ایمالز,خبیب سعیدی,۰۸۷۳۴۲۶۵۱۷۱,کردستان بانه استان: کردستان، شهرستان : بانه، بخش : مرکزی، شهر: بانه، محله: مسجد نبی، بلوار هجرت، خیابان صفری، پلاک: 49.0، طبقه: همکف,seywan [dot] mohamadi [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:34.152846+00:00,کردستان - بانه,3 سال و 11 روز,https://raedshop.com/,دارد (یک ستاره),
,83,http://emalls.ir//files/shoplogo/52vdbbkcfw8xqvvyzpkxgk638oprxjqiw7w4dqoqhnla0yiitp[medium].png,تاور,https://emalls.ir//Shop/32939/,32939,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~32939,در حال همکاری با ایمالز,ملک ملکزاده گان,۰۷۷۹۱۳۰۱۲۸۰,محله: فردوسی، کوچه (شهیدعلیرضاحسام زاده)، کوچه 2 مولوی ، پلاک: 0.0، محمدامین 2، طبقه: 2، واحد: 9,support [at] towerltp [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:34.489509+00:00,بوشهر - برازجان,1 سال و 9 ماه و 8 روز,https://towerltp.com/,دارد (یک ستاره) معتبر تا 2 ماه و 10 روز,
,84,http://emalls.ir//files/shoplogo/w3uvqcoijl0yxgb8gz4mqbktwa6acxopeqtgnviyyiw5yvnn3i[medium].jpg,سان کالا,https://emalls.ir//Shop/43970/,43970,حضوری,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43970,در حال همکاری با ایمالز,احسان خوانساری,۰۳۱۳۴۰۰۰,,sunkala [dot] stores [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989351350645,https://instagram.com/sunkala.store",سه شنبه ۲ بهمن,2025-01-21 15:43:34.707391+00:00,اصفهان - اصفهان,8 ماه و 17 روز,,,
,85,http://emalls.ir//files/shoplogo/3zmb1rzkcwbamdzgknrd1w2flwjhz7pankjoxfj1qjegsruouq[medium].png,سیوان تاسیسات,https://emalls.ir//Shop/35778/,35778,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~35778,در حال همکاری با ایمالز,عليرضا نعمتي محسن آباد,۰۲۱۵۶۷۶۸۱۲۶,نسیم شهر، کوچه باران 7، بلوار کشاورز، پلاک: -19.0، آفتاب، طبقه: همکف ,sivantasisat [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:34.992104+00:00,تهران - نسیم‌شهر,1 سال و 5 ماه و 23 روز,https://sivantasisat.com/,دارد (یک ستاره) معتبر تا 5 ماه و 26 روز,
,78,http://emalls.ir//files/shoplogo/mrm546ce0vlu1bvqllmcyohgwskqi1w4ulqh2gvk1bcrn6w32y[medium].png,کیان کارت,https://emalls.ir//Shop/29481/,29481,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~29481,در حال همکاری با ایمالز,عنایت اله غفوری, ۰۷۷۹۱۰۱۰۱۱۸,اصلی ، خیابان اصلی، خیابان جمهوری اسلامی، پلاک: 0.0، طبقه: همکف,info [at] kiankart [dot] ir,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:35.300368+00:00,بوشهر - عسلویه,2 سال و 2 ماه و 29 روز,https://kiankart.ir/,دارد (یک ستاره),
,79,http://emalls.ir//files/shoplogo/jce42th63qkxyqoyvv5e6dbyh8meqb4o3izb6bfohhtr17ihgc[medium].png,رایان دید,https://emalls.ir//Shop/25163/,25163,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~25163,در حال همکاری با ایمالز,مهدی کاظمی,۰۲۱۵۶۴۳۷۸۲۸,محله: نصیر شهر، خیابان امام رضا(ع)، کوچه لاله سیزدهم، پلاک: 121.0، طبقه: همکف,hik24com [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989124914137,سه شنبه ۲ بهمن,2025-01-21 15:43:35.563263+00:00,تهران - تهران,2 سال و 10 ماه و 16 روز,https://rayandid.com/,دارد (یک ستاره),
,80,http://emalls.ir//files/shoplogo/0ubrn1is6lhh5wizf5fx0l046dvfuw37wh5ktcj23o40ldmc44[medium].png,لوازم خانگی داتیس,https://emalls.ir//Shop/24293/,24293,اینترنتی,,در حال همکاری با ایمالز,اردشیر عبدلی مریکی,۰۷۶۳۵۲۷۳۰۱۹,محله: بازار، خیابان ساحلی، خیابان ساحلی، مجتمع دریا، طبقه: اول، واحد: 2822,ardeshirabdolitsm [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:35.796941+00:00,هرمزگان - درگهان,3 سال و 29 روز,https://datishome.net/,دارد (یک ستاره),
,81,http://emalls.ir//files/shoplogo/zqxjo346p2bec87uvrxms1fllxp0djf71n66zbc111bfq6caz2[medium].png,سیسمونی بهپوش,https://emalls.ir//Shop/28132/,28132,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~28132,در حال همکاری با ایمالز,مسیب همتی شلمزاری, ۰۳۱۳۳۶۱۱۴۳,فروشان ، کوچه ((مکتب الصادق)) ، خیابان شهید صدوقی ، پلاک 101 ، طبقه همکف,behpoush730 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989055340440,https://instagram.com/behpoush730_",سه شنبه ۲ بهمن,2025-01-21 15:43:36.116481+00:00,اصفهان - خمینی‌شهر,2 سال و 5 ماه و 5 روز,https://sismoonibehpoush.com/,دارد (یک ستاره),
,82,http://emalls.ir//files/shoplogo/0kzshrclv80r8gtky8nzpltece3pn5r24zab65i3682np67u63[medium].png,قارچ سارا,https://emalls.ir//Shop/32124/,32124,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~32124,در حال همکاری با ایمالز,سارا نظری,۰۲۱۲۸۴۲۵۳۸۳,محله: رفعتیه، خیابان دکتر حسین فاطمی، خیابان فاطمیه، پلاک: 40.0 طبقه: اول,info [at] gharchsara [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:36.347143+00:00,کرمانشاه - کرمانشاه,1 سال و 10 ماه و 25 روز,https://gharchsara.com/,دارد (یک ستاره),
,83,http://emalls.ir//files/shoplogo/5htrmxublt52glcxa3plhy1gqvuvrjczb2xpglhl2bbcuxb1hj[medium].jpg,محصولات غذایی طارم,https://emalls.ir//Shop/31935/,31935,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~31935,در حال همکاری با ایمالز,حجت اله جعفری,۰۲۴۳۲۸۲۴۵۰۰,"بالامحله، خیابان المهدی، بلوار امام خمینی، پلاک: 950.0، طبقه: 1
",taromfood [dot] ir [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:36.564743+00:00,زنجان - آب‌بر,1 سال و 11 ماه و 3 روز,https://taromfood.ir/,دارد (یک ستاره) معتبر تا 20 روز,
,82,http://emalls.ir//files/shoplogo/vwsaj23gzo3idirl7jhwuh7kbzah6zcj8w8hy7ganqo3udguzr[medium].png,تهران پروژکتور,https://emalls.ir//Shop/21147/,21147,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~21147,در حال همکاری با ایمالز,رضا خلخالی,۰۲۱-۳۶۰۵۹۰۵۰,میدان امام خمینی - خیابان ناصرخسرو روبروی کوچه جوانمرد - پلاک 315 - طبقه همکفتهران پروژکتور,tehranprojectors [dot] com [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:36.670249+00:00,تهران - تهران,3 سال و 4 ماه و 29 روز,https://tehranprojectors.com/,دارد (یک ستاره),
,84,http://emalls.ir/src/shop-default.svg,فری شاپ استار,https://emalls.ir//Shop/33011/,33011,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~33011,در حال همکاری با ایمالز,فرشته السادات حسینی,۰۲۱۴۶۸۲۰۲۵۸,محله: محله، کوچه وحدت، خیابان طراوت، پلاک: 2.0، طبقه: همکف,freeshopstar1 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:36.881746+00:00,تهران - قدس,1 سال و 9 ماه و 4 روز,https://freeshopstar.ir/,دارد (صفر ستاره),
,85,http://emalls.ir//files/shoplogo/2pytq3f84hkf57ev5grq8p5rk2r0vvgr0ij66plwr85xb07sj3[medium].png,سامانه پرداز,https://emalls.ir//Shop/20921/,20921,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~20921,در حال همکاری با ایمالز,محسن ساعی فرد,۰۲۱۹۱۰۰۵۹۴۱,محله دانشگاه تهران ، کوچه نیکوئی ، خیابان ولیعصر ، پلاک 1490 ، پاساژ بازار رضا ، طبقه چهارم ، واحد 404,info [at] samanehpardaz [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989336346043,سه شنبه ۲ بهمن,2025-01-21 15:43:37.389682+00:00,تهران - تهران,3 سال و 5 ماه و 11 روز,https://www.samanehpardaz.com/,دارد (یک ستاره) معتبر تا 6 ماه و 17 روز,
,78,http://emalls.ir//files/shoplogo/ml2vde04ygchpjmldgn25zum0rx568yn3gm572xicj1hdqoicx[medium].png,نبات کاظمی ,https://emalls.ir//Shop/31301/,31301,اینترنتی,,در حال همکاری با ایمالز,علی کاظمی, ۰۳۵۳۸۲۶۵۸۷۷,طبیعت ، کوچه کمیل، کوچه 11شهید مهدی گل، پلاک: 0.0، طبقه: -1,alisarafi90 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:37.715680+00:00,یزد - یزد,2 سال و 3 روز,https://nabat-kazemi.ir/,دارد (صفر ستاره),
,79,http://emalls.ir//files/shoplogo/4x5avftl5klcq0t302vcactheiocf1g6q5mkvu7gp3u3r1wmhf[medium].png,رویکو بیوتی,https://emalls.ir//Shop/21904/,21904,اینترنتی,,در حال همکاری با ایمالز,مرتضی کمیلی,۰۲۱۸۸۳۴۱۱۸۰,خیابان میرزای شیرازی نرسیده به عباس آباد پلاک 225 طبقه 2 واحد 5,komeili_amir [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:37.958818+00:00,تهران - تهران,3 سال و 3 ماه و 24 روز,https://royco.ir/,دارد (یک ستاره),
,80,http://emalls.ir//files/shoplogo/6vydrnh0yz3rrjemmqx0ppz5q88iqrukt0pe2j6jpii6cweidd[medium].png,ویژن پت,https://emalls.ir//Shop/27189/,27189,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27189,در حال همکاری با ایمالز,امیرحسین بهمن آبادی,۰۲۱۷۷۹۳۸۰۵۰,میدان رسالت، خ هنگام، بالاتر از میدان الغدیر، خ کاظمی، پ۷ ,Vision [dot] pet [dot] sale [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:38.176489+00:00,تهران - تهران,2 سال و 6 ماه و 25 روز,https://vision-pet.com/,دارد (یک ستاره) معتبر تا 6 ماه و 21 روز,
,81,http://emalls.ir//files/shoplogo/zq3khyb6in4f82hx5atr634lar26htu5mdhgral57yjw82scwh[medium].png,رادین استار,https://emalls.ir//Shop/37769/,37769,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~37769,در حال همکاری با ایمالز,سید محمد باقر عبدالهی,۰۷۱۵۴۵۲۲۸۲۰,مولوی، بلوار طالقانی، کوچه (یخسازی )، پلاک: 0.0، طبقه: همکف,radinstar2 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:38.583744+00:00,فارس - قیر,1 سال و 3 ماه و 7 روز,https://radinstar.ir/,دارد (یک ستاره) معتبر تا 8 ماه و 20 روز,
,82,http://emalls.ir//files/shoplogo/6hw2300fgdei87cx5ivndz35kql7kz45qqnsac3diffuytdd8y[medium].png,اقتصادی,https://emalls.ir//Shop/24709/,24709,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24709,در حال همکاری با ایمالز,مهدی معتمدی,۰۳۱۳۵۶۶۰۶۱۶,خیابان شیخ طوسی غربی,info [at] ecostore [dot] ir,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:38.689226+00:00,اصفهان - اصفهان,2 سال و 11 ماه و 9 روز,https://ecostore.ir/,دارد (صفر ستاره),
,83,http://emalls.ir//files/shoplogo/knc8micsc3v5t3un24v8mq3px0etflotkuit5p5wna3xlfinph[medium].png,سارای آنلاین,https://emalls.ir//Shop/40177/,40177,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~40177,در حال همکاری با ایمالز,علي اصغر سالاري كر,۰۴۱۳۴۴۷۲۴۸۹,شهرک رازی، بلوار 35 متری رازی، بلوار صادقیه، پلاک: 38.0، طبقه: همکف,saeedf1398 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989395771504,https://instagram.com/sarayonline.plus",سه شنبه ۲ بهمن,2025-01-21 15:43:39.090715+00:00,آذربایجان شرقی - تبریز,1 سال و 22 روز,https://sarayonline.com/,دارد (یک ستاره) معتبر تا 7 ماه و 21 روز,
,84,http://emalls.ir//files/shoplogo/h03gdlemf4tiibbxaypvtbrucmi8mnoq36vmcu83hnv1k2f64e[medium].jpg,شاهنگ,https://emalls.ir//Shop/22556/,22556,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~22556,در حال همکاری با ایمالز,سینا ملکی,۰۲۱۴۴۸۶۱۴۰۲,محله: رفعتیه، کوچه وزیری، کوچه زاگرس، پلاک: 4.0، طبقه: همکف,sinamaleki5 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989309212131,https://t.me/shahangshop_irr",سه شنبه ۲ بهمن,2025-01-21 15:43:39.245730+00:00,کرمانشاه - کرمانشاه,3 سال و 2 ماه و 19 روز,https://shahangshop.ir/,دارد (یک ستاره),
,84,http://emalls.ir//files/shoplogo/2f7tabp1kolglo86ixrpthc3e4qhnxaudfl5akqt48g2cylzd5[medium].jpeg,آیلا سنتر,https://emalls.ir//Shop/21896/,21896,اینترنتی,,در حال همکاری با ایمالز,علی میرزایی,۰۲۱۲۸۴۲۲۸۴۰,پاسداران ، خیابان شهید علی ناطق نوری ، کوچه دشتستان پنجم ، پلاک -28 ، طبقه اول ، واحد 1 ,Info [at] ayla [dot] center,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:39.541248+00:00,تهران - تهران,3 سال و 3 ماه و 24 روز,https://ayla.center/,دارد (یک ستاره),
,86,http://emalls.ir//files/shoplogo/8zjvdd7kkd82dwm12rlmuvjl57nx5x0szc5w12jq6glz8o0aoo[medium].png,تجهیزات پزشکی الکسا,https://emalls.ir//Shop/24965/,24965,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24965,در حال همکاری با ایمالز,مهدی عباسی,۰۲۱-۸۸۹۹۵۴۶۶,خ زرتشت غربی خ مهدوی پ۴ط۲,info [at] elexa [dot] co [dot] ir,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:39.671144+00:00,تهران - تهران,2 سال و 11 ماه,https://elexa.co.ir/,دارد (یک ستاره) معتبر تا 4 ماه و 25 روز,
,78,http://emalls.ir//files/shoplogo/swr4n2fvcu5tl3q0pn4npclvwizs5rmq2lfatdwgznn3in2f8g[medium].jpg,اناد جی پی اس,https://emalls.ir//Shop/30097/,30097,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~30097,در حال همکاری با ایمالز,اکبر براتی,۰۲۱۸۸۴۴۸۸۵۰,محله: عباس آباد-اندیشه، خیابان سهروردی شمالی، خیابان شهید حسین میرزائی زینالی شرقی، پلاک: 82.0، طبقه: اول,sales [at] Anadgruop [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:39.779424+00:00,تهران - تهران,2 سال و 2 ماه و 1 روز,https://www.anadgps.com/,ندارد,
,79,http://emalls.ir//files/shoplogo/4zzzjp5ejv7yog0n1own8tt4v7agkxsotrw5qxhqayaj07sh44[medium].png,بایلینو,https://emalls.ir//Shop/28426/,28426,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~28426,در حال همکاری با ایمالز,پیمان رمضان پور,۰۲۱۵۲۱۰۴,میدان فاطمی.خیابان کاج جنوبی. بن بست یکم پلاک 29 واحد 2،,PEZHVAK [dot] PR [at] GMAIL [dot] COM,بدون امتیاز,"https://web.whatsapp.com/send?phone=989331938617,https://instagram.com/buylino_com",سه شنبه ۲ بهمن,2025-01-21 15:43:40.258407+00:00,تهران - تهران,2 سال و 4 ماه و 24 روز,https://buylino.com/,دارد (یک ستاره),
,80,http://emalls.ir//files/shoplogo/8afavuhe1w0kp660nruiyr2gp7o45hkctpvumwezgthyt5jwwh[medium].png,مستر سیف,https://emalls.ir//Shop/19403/,19403,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~19403,در حال همکاری با ایمالز,گروه مدیریت اسپی تامن ,۰۲۱۸۸۴۹۰۵۷۹,عباس آباد-اندیشه، خیابان شهید استاد مطهری، خیابان سهروردی شمالی، پلاک: 289.0، طبقه: 1، واحد: 2 ,mrsafe [dot] ir [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:40.577017+00:00,تهران - تهران,3 سال و 7 ماه و 22 روز,http://www.mrsafe.co/,دارد (یک ستاره),
,81,http://emalls.ir//files/shoplogo/8u5a8pd7grojv5ggx6nhlnkrsdcwsdk1hk5nowsn3vr8hqb1gw[medium].png,کت تک تهران,https://emalls.ir//Shop/26525/,26525,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~26525,در حال همکاری با ایمالز,میلاد رزاقی ,۰۲۱۷۷۹۰۸۲۹۱,تهران نارمک خ ایت خ ملایری پ 12 ,milad_razaghi [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:41.217324+00:00,تهران - تهران,2 سال و 7 ماه و 28 روز,https://kottaktehran.ir/,دارد (یک ستاره),
,82,http://emalls.ir//files/shoplogo/0mzcx1t247105kpbeud1oteu6vpo4qlcahrgp507glfj8u68xg[medium].jpg,سرزمین حراجی,https://emalls.ir//Shop/23087/,23087,اینترنتی,,در حال همکاری با ایمالز,جواد معتمدی,۰۳۱۹۱۰۱۰۲۰۴,خانه اصفهان - خیابان گلخانه - چهارراه بنفشه - مجتمع مهدی - طبقه همکف,andishepardazanbehdad [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:41.595980+00:00,اصفهان - اصفهان,3 سال و 1 ماه و 23 روز,http://www.harajiland.com/,دارد (یک ستاره) معتبر تا 9 ماه و 9 روز,
,83,http://emalls.ir//files/shoplogo/cid40j036omynerfuhikt4it1ualm2k8ujmog3lbzo63ps1m5o[medium].png,آزاد الکترونیک ,https://emalls.ir//Shop/26731/,26731,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~26731,در حال همکاری با ایمالز,شهرام آزادوار,۰۲۱۶۶۷۶۵۸۸۲,خیابان جمهوری خیابان نوفلاح کوچه شیردل پلاک ۱,delta [dot] tech122 [at] gmail [dot] com,بدون امتیاز,https://instagram.com/dahua.azad.electronic,سه شنبه ۲ بهمن,2025-01-21 15:43:41.897248+00:00,تهران - تهران,2 سال و 7 ماه و 19 روز,https://azad-electronic.ir/,دارد (یک ستاره),
,85,http://emalls.ir//files/shoplogo/ynti343n24feexlu2m3v07g1ln2tasziood6bswkwdeu4674rk[medium].png,مومیشا,https://emalls.ir//Shop/2781/,2781,اینترنتی,,در حال همکاری با ایمالز,علی امیری, ۰۷۱۳۸۲۰۹۰۷۷,شیراز - چهار راه اصلاح نژاد - خیابان فخرآباد غربی - کوچه 2 (کوچه 35/4 از سمت خیابان انقلاب) - پلاک 1.5 طبقه همکف,info [at] moomisha [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:42.182444+00:00,فارس - شیراز,5 سال و 4 ماه و 23 روز,http://moomisha.com/,دارد (یک ستاره),
,79,http://emalls.ir//files/shoplogo/y0wep3uk61siviwoc8ewwdhv6uisspuk41cf4kiy3hbo1fyrsf[medium].png,سیلا کافی نسپرسو,https://emalls.ir//Shop/22327/,22327,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~22327,در حال همکاری با ایمالز,آرش سیلاخوری,۰۲۱۴۴۲۸۰۱۳۹,محله: ستارخان، خیابان ستارخان، خیابان شهید رحیم صحرایی، پلاک: 0.0، بازار سنتی ستارخان - پارسیان، طبقه: 1، واحد: 21.202 ,arash [dot] silakhory12 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:42.735967+00:00,تهران - تهران,3 سال و 3 ماه,https://www.silacoffeenespresso.ir/,دارد (یک ستاره),
,81,http://emalls.ir/src/shop-default.svg,چیکاتل,https://emalls.ir//Shop/40437/,40437,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~40437,در حال همکاری با ایمالز,محسن عزیز,۰۲۱۳۳۳۳۹۵۹۱,خ پیروزی خ نبرد شمالی خ داوود آبادی خ کمالی کوچه قاضی مرادی پ 36 واحد 4 ,chicatel234 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:43.070733+00:00,تهران - تهران,1 سال و 14 روز,https://chicatel.ir/,دارد (یک ستاره) معتبر تا 11 ماه و 5 روز,
,82,http://emalls.ir//files/shoplogo/h4f4s04cwao15qpcoogczjyaiug8utp0p0fyfrxgz4v4nw4o0e[medium].jpg,تشک رویال بهروزی,https://emalls.ir//Shop/20996/,20996,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~20996,در حال همکاری با ایمالز,آرمین بهروزی نژاد طهرانی,۰۲۱۶۶۲۹۵۵۶۸,"محله شهیدرجایی(شهرک ولی عصر جنوبی) ، خیابان شهید برادران مهربانی ، کوچه شهید جعفر چراغی ، پلاک 16 ، طبقه همکف ، واحد 1
",info [at] royalorg [dot] net,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:43.372354+00:00,تهران - تهران,3 سال و 5 ماه و 6 روز,https://royalorg.net/,دارد (یک ستاره) معتبر تا 6 ماه و 24 روز,
,83,http://emalls.ir//files/shoplogo/dvmo6aaym534j7wqfg3yqldhl2xt0z3rnqbzc82pqao0aghirx[medium].png,نماینده رسمی ESET,https://emalls.ir//Shop/2867/,2867,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~2867,در حال همکاری با ایمالز,شرکت فار ورا ایده,۰۲۱۸۸۲۰۳۲۹۰,تهران تهران بخش ولی عصر، خیابان ولی عصر، خیابان شهید مهندس سعید ناصری، ساختمان برج ابن سینا، پلاک ۶۴، طبقه ۱۱، واحد ۱۱۳,m [at] esetshop [dot] ir	,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:43.660128+00:00,تهران - تهران,5 سال و 3 ماه و 27 روز,https://www.esetshop.ir/,دارد (یک ستاره) معتبر تا 6 ماه و 16 روز,
,84,http://emalls.ir//files/shoplogo/gxnmgry3gmwmtk3h44pdkhoqd23cv5xchzw54pbzbwdzdwwxp0[medium].png,مرکز لوستر,https://emalls.ir//Shop/24859/,24859,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24859,در حال همکاری با ایمالز,منصوره توحیدی فر,۰۴۱۳۳۳۴۹۵۰۷,"آذربایجان شرقی تبریز استان: آذربایجان شرقی، شهرستان : تبریز، بخش : مرکزی، شهر: تبریز، محله: مارالان، کوچه شهیدحسن مقبلی، بلوار آزادی، پلاک: 0.0، طبقه: همکف،
",alizab1990 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 15:43:44.247660+00:00,آذربایجان شرقی - تبریز,2 سال و 11 ماه و 3 روز,https://markazluster.com/,دارد (یک ستاره) معتبر تا 7 ماه و 21 روز,
