shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,senfi_number,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
7,http://emalls.ir//files/shoplogo/kjjpwdrsfygqn3r6uci3i3sltqcg3ul5odoqs1n2k8ptl8tiaf[medium].png,هالان دکور,https://emalls.ir//Shop/48750/,48750,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مرضیه پای بست,۰۲۱۷۷۵۹۲۴۸۴,محله : نظام آباد - کوچه شهید سیدعلی اکبر میرکوزه گر - کوچه شهید حسن شمیرانی - پلاک : 27.0 - طبقه : 4 - واحد : جنوبی,info [at] halandecor [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:29.695004+00:00,تهران - تهران,5 ماه و 8 روز,https://halandecor.com/,دارد (یک ستاره) معتبر تا 1 سال و 2 ماه و 26 روز,
8,http://emalls.ir/src/shop-default.svg,اورجینال شاپ,https://emalls.ir//Shop/54875/,54875,اینترنتی,,,عدم همکاری با ایمالز,رحمت اله ملکی,۰۹۱۴۴۸۱۷۹۴۴,محله : شریف آباد - خیابان عشایر - کوچه ساحلی - پلاک : 0.0 - طبقه : همکف,zanazeilan [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989170615424,چهارشنبه ۳ بهمن,2025-01-22 14:35:30.146581+00:00,آذربایجان غربی - تکاب,--,https://original-shop.ir/, معتبر تا 11 ماه,
7,http://emalls.ir//files/shoplogo/meqz4u1z2n2zf4oc4omjqofccjzmsct6woqv7bjtb3lfl8o2da[medium].png,تیکان شاپ,https://emalls.ir//Shop/55131/,55131,اینترنتی,,,عدم همکاری با ایمالز,افشین مرادیان, ۰۴۴۴۵۵۳۸۵۲,محله : هواشناسی - خیابان کرفتو - کوچه حسام محمودی - پلاک : 0.0 - طبقه : همکف,info [at] tikanshop [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:31.048779+00:00,آذربایجان غربی - تکاب,--,https://tikonshop.ir/,,
9,http://emalls.ir//files/shoplogo/ex2yybtiqohze8f7tlhn3xfg0sdgepq0hnyahxig5abhx8lv4z[medium].webp,لوسیفر,https://emalls.ir//Shop/54837/,54837,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,ابوالفضل مشهدی خلردی,۰۱۱۳۳۵۶۰۱۵۶,رودپی شرقی - شهر : کوهی خیل - محله : کوهی خیل - کوچه شقایق - خیابان (اصلی ) - پلاک : 152.0 - طبقه : همکف,lucifer [dot] s [dot] 1385 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:31.154392+00:00,مازندران - ساری,28 روز,https://lucifer-store.ir/,,
8,http://emalls.ir//files/shoplogo/8xwlvh0x1pxcwg2tkz6oo2x6bkc6pir8o0x8g2e3i47eu2aqjt[medium].jpg,هایکر,https://emalls.ir//Shop/55124/,55124,اینترنتی,,,عدم همکاری با ایمالز,سمانه غلام‌نژاد,۰۲۱۴۶۱۲۴۱۹۳,محله : باغ فیض - خیابان 12 بهمن (محمد جواد شاهی) - خیابان شهید وحید خجسته پور (باهنر) - حکیم (علوم پزشکی) بلوک 1 - پلاک : -65.0 - طبقه : 4 - واحد : 1044,info [at] hiker [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989197838415,https://t.me/hiker_admin,https://instagram.com/hiker.ir",چهارشنبه ۳ بهمن,2025-01-22 14:35:31.850869+00:00,تهران - تهران,--,https://hiker.ir/,دارد (یک ستاره) معتبر تا 1 سال و 8 ماه و 10 روز,
9,http://emalls.ir//files/shoplogo/0o8ny6xin5l60khzfq0n5flt02zhq0pqlm1faopygvfdkp8ilm[medium].png,میلاد طب,https://emalls.ir//Shop/50948/,50948,اینترنتی و حضوری,,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~50948,قطع همکاری با ایمالز,ميلاد رحمت زاده,۰۲۱۶۶۱۹۲۴۶۸,,miladrahmatzadeh0016 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989124612936,چهارشنبه ۳ بهمن,2025-01-22 14:35:32.299039+00:00,تهران - تهران,--,https://milad-teb.com/,,
7,http://emalls.ir//files/shoplogo/u64bg7iexlb8ehzqe0ozpeexasaesjzu8gw11sqhqfrrh5er6c[medium].png,راشامد,https://emalls.ir//Shop/54884/,54884,اینترنتی,,,عدم همکاری با ایمالز,علی خدابخشی,۰۲۶۳۴۵۰۰۵۴۳,محله : شاهین ویلا - خیابان شاهین ویلا - خیابان هشتم غربی - رادین - پلاک : 8.0 - طبقه : 3 - واحد : 9,info [at] rashamod [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:32.868585+00:00,البرز - کرج,--,https://rashamod.com/,دارد (یک ستاره) معتبر تا 1 سال و 8 ماه و 15 روز,
8,http://emalls.ir/src/shop-default.svg,ماشین های اداری اروانه,https://emalls.ir//Shop/54611/,54611,حضوری,,,غیرفعال به دلیل عدم تکمیل مدارک,میثم رفیعی,,,,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:33.092601+00:00,,1 ماه و 1 روز,,,
7,http://emalls.ir/src/shop-default.svg,شاینی شاپ,https://emalls.ir//Shop/55935/,55935,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,فاطمه شریفی,۰۹۳۰۸۱۴۷۷۹۳,محله : سیتی سنتر - جاده اصفهان شیراز - بزرگراه خلیج فارس - سیتی سنتر A3-02 - پلاک : 0.0 - طبقه : 3,adrinaadrina54 [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:33.688705+00:00,اصفهان - اصفهان,5 روز,https://shinyonline.ir/, معتبر تا 11 ماه و 3 روز,
8,http://emalls.ir/src/shop-default.svg,تراشکاری حاجی پور,https://emalls.ir//Shop/52771/,52771,حضوری,,,غیرفعال به دلیل عدم تکمیل مدارک,حسین حاجی پور,,,ehajipoor123456 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:33.950594+00:00,,2 ماه و 7 روز,,,
9,http://emalls.ir/src/shop-default.svg,تجهیز گوهر,https://emalls.ir//Shop/54854/,54854,اینترنتی,,,عدم همکاری با ایمالز,تقی حسین پور,۰۲۱۶۶۷۵۰۰۵۹,پارک شهر - خیابان عبدالله موحد - خیابان امام خمینی (ره) - خیام پاساژ تجاری خیام - پلاک : 10.0 - طبقه : 1 - واحد : 12,tajhiz [dot] gohar [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989120881068,https://instagram.com/tajhizgohar",چهارشنبه ۳ بهمن,2025-01-22 14:35:34.087703+00:00,تهران - تهران,--,https://tajhizgohar.ir/, معتبر تا 8 ماه و 10 روز,
9,http://emalls.ir//files/shoplogo/ueq7h36q2qiptwavhzimfrhattsbdjty7rq0yewt8xlbw5qx3e[medium].jpg,هومزی,https://emalls.ir//Shop/50866/,50866,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,علیرضا خوش یمن,۰۹۳۸۲۶۴۵۴۸۴,گرگان - خیابان شهید سرتیپ نامجو - کوچه شفق - پلاک : 15.0 - طبقه : 2,emaratnamjo755 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989123331493,چهارشنبه ۳ بهمن,2025-01-22 14:35:34.319689+00:00,تهران - تهران,3 ماه و 17 روز,https://homzy.ir/, معتبر تا 8 ماه,
7,http://emalls.ir/src/shop-default.svg,دارومال,https://emalls.ir//Shop/56120/,56120,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد مهدی ملانوری,۰۳۱۴۵۴۶۷۷۳۶,محله : ولیعصر - کوچه شهید قاسم نبی 20 - بلوار ولی عصر - پلاک : 163.2 - طبقه : همکف,nori1371 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:34.705017+00:00,اصفهان - خورزوق,2 روز,https://darumal.ir/, معتبر تا 1 سال و 22 روز,
9,http://emalls.ir/src/shop-default.svg,بورس تصفیه آب جی,https://emalls.ir//Shop/55904/,55904,اینترنتی,,,عدم همکاری با ایمالز,طاها رستمی,۰۳۱۳۵۲۳۵۰۹۷,محله : ارداجی - کوچه بهار - کوچه شهید حسین حیدر بیگی[122] - پلاک : 3.0 - طبقه : همکف,rostami13774 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989020771763,چهارشنبه ۳ بهمن,2025-01-22 14:35:34.818260+00:00,اصفهان - اصفهان,--,https://jeyro.ir/,دارد (یک ستاره) معتبر تا 2 سال و 20 روز,
8,http://emalls.ir/src/shop-default.svg,تجهیزآب,https://emalls.ir//Shop/53777/,53777,اینترنتی,,,عدم همکاری با ایمالز,حمیدرضا خامنه,۰۱۳۳۲۲۴۸۳۷۰,سعدی - خیابان (شاهد) - خیابان سعدی - پلاک : 277.0 - طبقه : همکف,info [at] tajhiz-ab [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:35.271504+00:00,گیلان - رشت,--,http://tajhiz-ab.ir/,,
9,http://emalls.ir/src/shop-default.svg,هانی استایل,https://emalls.ir//Shop/55108/,55108,اینترنتی,,,عدم همکاری با ایمالز,زهرا قارلقی,۰۹۹۲۴۸۰۰۳۷۱,محله : بلوار انقلاب - خیابان (مزار شهدا) - کوچه فروردین - پلاک : 0.0 - طبقه : همکف,zarikhaleghi20 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989184766973,https://t.me/hany_style_javid,https://instagram.com/hany_stylee,https://rubika.ir/hany_stayllll",چهارشنبه ۳ بهمن,2025-01-22 14:35:35.560123+00:00,کرمانشاه - کنگاور,--,https://hany-style.ir/, معتبر تا 11 ماه و 7 روز,
8,http://emalls.ir/src/shop-default.svg,توکااسلیپ,https://emalls.ir//Shop/56127/,56127,اینترنتی,,,عدم همکاری با ایمالز,کوثر کیمیاگر ,۰۹۳۸۰۵۹۴۳۳۵, محله : شهرک قدس - کوچه شهید خیراله کرمی - کوچه پنجم - پلاک : 0.0 - طبقه : 1,ss5012014 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:36.004239+00:00,گیلان - رشت,--,https://www.tookasleep.ir/,,
9,http://emalls.ir//files/shoplogo/rqq5vbfbrhaqcqabm8d4nbapb757fbacoabujxy808x2ok14b5[medium].jpg,گروه بازرگانی مروج,https://emalls.ir//Shop/55389/,55389,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,علی مروج,۰۲۱۳۳۹۳۵۱۴۳,محله : خیابان امیر کبیر - کوچه بانک صادرات - خیابان امیر کبیر - کاشانی - پلاک : 499.0 - طبقه : همکف - واحد : 53,info [at] mtgpart [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:36.504518+00:00,تهران - تهران,17 روز,https://www.mtgpart.com/,,
8,http://emalls.ir/src/shop-default.svg,ال ای دی کام,https://emalls.ir//Shop/55920/,55920,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,یعقوب حاجیانی,۰۷۱۳۸۲۴۰۸۲۱,محله : عادل آباد - کوچه 1 حجاب - کوچه 43 عدالت جنوبی - پلاک : 404.0 - طبقه : همکف,yaqub132003 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:36.814073+00:00,فارس - شیراز,6 روز,https://ledcom.ir/,دارد (یک ستاره) معتبر تا 2 سال و 18 روز,
9,http://emalls.ir/src/shop-default.svg,بلانو شاپ,https://emalls.ir//Shop/55387/,55387,اینترنتی و حضوری,,,عدم همکاری با ایمالز,رهبر محمودی,۰۱۱۴۲۲۵۶۶۳۲,علی آباد - محله : شهرک فردوس - کوچه قائم 2 - بن بست ققنوس 24 - پلاک : 146.0 - طبقه : همکف,mahmoudirahbar61 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:36.917553+00:00,مازندران - قائم‌شهر,--,https://www.bellano.ir/,,
9,http://emalls.ir/src/shop-default.svg,آیروباکس,https://emalls.ir//Shop/51729/,51729,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,آمنه آذرنیا,۰۴۴۴۴۲۲۶۱۰۵,مسجد قبله، خیابان مام خلیل ، کوچه (مسجداصحاب کهف)، پلاک: 1916.0، طبقه: همکف،,info [at] airobox [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:37.139783+00:00,آذربایجان غربی - پیرانشهر,3 ماه,http://www.airobox.ir/,,
8,http://emalls.ir/src/shop-default.svg,نارنج,https://emalls.ir//Shop/48403/,48403,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد عسگری,۰۲۱۶۶۶۸۹۸۷۴,تهران .میدان فردوسی . خیابان شهید سروش الدین تقوی . خیابان فردوسی مجتمع تجارت جهانی فردوسی پلاک 479 طبقه اول واحد 148,narengshop [dot] net [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:37.520464+00:00,تهران - تهران,5 ماه و 16 روز,https://nareng.net/,دارد (یک ستاره) معتبر تا 1 سال و 6 ماه و 4 روز,
9,http://emalls.ir/src/shop-default.svg,تاپ هدلایت,https://emalls.ir//Shop/56101/,56101,اینترنتی,,,عدم همکاری با ایمالز,پدرام روحانی ,۰۷۷۳۳۵۳۸۹۶۰,محله : عاشوری - کوچه فضای سبز - کوچه چهاردهم -خ نسترن - پلاک : 2.0 - طبقه : 1,betaha3an [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:37.871651+00:00,بوشهر - بندر بوشهر,--,https://topheadlight.ir/,,
8,http://emalls.ir/src/shop-default.svg,استایل کالکشن,https://emalls.ir//Shop/54874/,54874,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مهدی آخوندیان چهارمناری,۰۳۵۳۷۲۴۸۶۰۴,خرمشاه - کوچه 2 [توحید] - بلوار شهید بهشتی - پلاک : 38.0 - طبقه : همکف,info [at] stylecollection [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:38.433759+00:00,یزد - یزد,27 روز,https://stylecollection.ir/,دارد (یک ستاره) معتبر تا 1 سال و 10 ماه و 5 روز,
8,http://emalls.ir/src/shop-default.svg,نیک آوا شبکه,https://emalls.ir//Shop/55123/,55123,حضوری,,,غیرفعال به دلیل عدم تکمیل مدارک,امیر حسین قماش پسند,۰۹۱۱۶۵۰۸۳۹۳,,,بدون امتیاز,"https://web.whatsapp.com/send?phone=989035759198,https://instagram.com/nikavanet",چهارشنبه ۳ بهمن,2025-01-22 14:35:38.657537+00:00,گیلان - لاهیجان,22 روز,,,
9,http://emalls.ir/src/shop-default.svg,پاپا کفش,https://emalls.ir//Shop/50957/,50957,حضوری,,,غیرفعال به دلیل عدم تکمیل مدارک,میثم کاظمی ,۰۳۱۳۷۳۹۳۹۸۷,,meysamkazemi919497 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:38.958543+00:00,اصفهان - اصفهان,3 ماه و 16 روز,,,
8,http://emalls.ir/src/shop-default.svg,الکترونیک گرجی,https://emalls.ir//Shop/52779/,52779,حضوری,,,غیرفعال به دلیل عدم تکمیل مدارک,امیر محمد عباسی,,,,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:39.328457+00:00,,2 ماه و 7 روز,,,
9,http://emalls.ir/src/shop-default.svg,آیلین لباس,https://emalls.ir//Shop/50865/,50865,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,مهری محمدقاسمی,۰۱۷۳۵۸۴۶۷۸۱,اوغان - خیابان شهیدباهنر - کوچه باهنر1[شهیدصفرخمر] - پلاک : 5.0 - طبقه : همکف,akbar49760 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:39.643982+00:00,گلستان - گالیکش,3 ماه و 18 روز,http://aylinlebas.ir/,دارد (یک ستاره) معتبر تا 1 سال و 8 ماه و 3 روز,
9,http://emalls.ir/src/shop-default.svg,آل ایش,https://emalls.ir//Shop/55386/,55386,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,آرمین خیرامین,۰۹۱۲۴۱۴۴۵۵۳,محله : کمال آباد - کوچه شماره 16 - خیابان شهیدورمزیار [کمالیه] - پلاک : 0.0 - طبقه : 2,diyopsittas [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:39.748256+00:00,آذربایجان غربی - ارومیه,17 روز,https://allish.ir/,,
8,http://emalls.ir/src/shop-default.svg,دنسی,https://emalls.ir//Shop/53776/,53776,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,امیرعباس تورانی,۰۲۱۲۶۳۱۷۵۴۳,مجیدیه شمالی - خیابان شهید حسن کیماسی (بقائی) - خیابان شهید حمید شقاقی - پلاک : 4.0 - طبقه : همکف,aa [dot] turani [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:39.969472+00:00,تهران - تهران,1 ماه و 19 روز,https://fairywill.ir/,,
9,http://emalls.ir/src/shop-default.svg,پیشرومال,https://emalls.ir//Shop/55112/,55112,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,بختیار مرادی,۰۲۱۴۶۸۲۷۹۹۱, محله - خیابان ولی عصر - کوچه مصطفی خمینی - پلاک : 25.0 - طبقه : همکف,info [at] pishromall [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:40.271569+00:00,تهران - قدس,22 روز,https://pishromall.com/,دارد (یک ستاره) معتبر تا 5 ماه و 11 روز,
8,http://emalls.ir/src/shop-default.svg,طبیعت کوه,https://emalls.ir//Shop/56126/,56126,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,کاوه قاسمی,۰۹۳۳۶۵۷۱۹۵۳,محله : فردیس - خیابان بیست و پنجم - خیابان قریشی - بازارروزگلستان پلاک قدیم 14 - پلاک : 0.0 - طبقه : 1 - واحد : 130,naturemount [dot] ir [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:40.615287+00:00,البرز - کرج,2 روز,https://naturemount.ir/, معتبر تا 9 ماه و 14 روز,
8,http://emalls.ir/src/shop-default.svg,کاویان گیفت,https://emalls.ir//Shop/55919/,55919,اینترنتی,,,عدم همکاری با ایمالز,سمانه یاوری,۰۲۱۲۸۴۲۱۸۶۳,محله : پردیسان - خیابان البرز - کوچه البرز 8(شهیدمجتبی عراقیان) - مسکونی تامین اجتماعی بلوک 1(رفاه 1) - پلاک : 7.0 - طبقه : 3 - واحد : 5,info [at] kaviangift [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989191357911,https://instagram.com/kaviangift",چهارشنبه ۳ بهمن,2025-01-22 14:35:40.918951+00:00,قم - قم,--,https://kaviangift.ir/,دارد (یک ستاره) معتبر تا 1 سال و 8 ماه و 23 روز,
9,http://emalls.ir/src/shop-default.svg,پروانه کیدز,https://emalls.ir//Shop/51735/,51735,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد صدیق زندی,۰۸۷۳۳۱۲۶۰۶۶,خیابان امام خمینی - خیابان امام خمینی - کوچه معرفت - پلاک : 9.0 - طبقه : همکف,ssend2zandi [at] yahoo [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:41.156152+00:00,کردستان - سنندج,3 ماه,https://parvanehkids.ir/,,
9,http://emalls.ir/src/shop-default.svg,بست هوم,https://emalls.ir//Shop/55908/,55908,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,ظریفه فتاح زاده,۰۲۱۵۶۷۴۲۳۹۷,محله : پرند فاز 6 شهرک مهستان - بلوار المپیک غربی - بلوار ( تختی ) - کیسون فاز6بلوک 44 - پلاک : 0.0 - طبقه : 1 - واحد : 10,info [at] besthom [dot] ir,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:41.258281+00:00,تهران - پرند,6 روز,https://besthom.ir/,دارد (یک ستاره) معتبر تا 1 سال و 9 ماه و 8 روز,
9,http://emalls.ir/src/shop-default.svg,مشهد یدک کالا,https://emalls.ir//Shop/56100/,56100,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک, الهام حسن زاده شیروان,۰۵۱۳۷۲۵۱۸۳۱,محله : شهیدمطهری - کوچه یاسمن - خیابان شهیدوطن پرست1[عبدالمطلب2] - پلاک : 2.0 - طبقه : همکف,mashhadyadakkala [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:41.551475+00:00,خراسان رضوی - مشهد,2 روز,https://mashhadyadakkala.com/,,
9,http://emalls.ir/src/shop-default.svg,ویزمک,https://emalls.ir//Shop/54860/,54860,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,پویا بهنام فرد ,۰۴۱۳۴۴۳۱۷۶۷,دامپزشکی - کوچه شبنم - کوچه 8 متری رضوان - پلاک : 18.0 - طبقه : 2,,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:41.976829+00:00,آذربایجان شرقی - تبریز,28 روز,https://vizmac.ir/,دارد (یک ستاره) معتبر تا 1 سال و 6 ماه و 12 روز,
9,http://emalls.ir/src/shop-default.svg,گل فروشی راشین ,https://emalls.ir//Shop/50956/,50956,حضوری,,,غیرفعال به دلیل عدم تکمیل مدارک,مهدی کریمی ,۰۹۱۳۲۶۷۱۱۳۸,,mehdikarimi [dot] edu [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:42.473720+00:00,اصفهان - اصفهان,3 ماه و 16 روز,,,
9,http://emalls.ir/src/shop-default.svg,هایپر ابزار پیمان,https://emalls.ir//Shop/55898/,55898,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,پیمان امینی,۰۳۱۳۳۲۹۵۱۱۸,محله : کوجان - کوچه شماره28 - خیابان رزمندگان - پلاک : 500.0 - طبقه : 1,persianknights94 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989370404150,چهارشنبه ۳ بهمن,2025-01-22 14:35:42.836653+00:00,اصفهان - اصفهان,7 روز,https://peymanhypertools.ir/,دارد (یک ستاره) معتبر تا 2 سال و 22 روز,
9,http://emalls.ir//files/shoplogo/x6cy2fpfahhd4k7umz50na6gaow3boymjxb6hf2owh701u6gnk[medium].jpg,ام دات موبایل,https://emalls.ir//Shop/50864/,50864,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,سید محمد حسین دهقان منشادی,۰۳۵۳۲۵۲۶۲۱۵,عبداللهی بغدادآباد - خیابان شهید مطهری - کوچه شهید عبدالهی - پلاک : 1.0 - طبقه : همکف,m [dot] mobile [dot] mehriz [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989134581130,https://t.me/mohammad4330,https://instagram.com/m.mobile1130",چهارشنبه ۳ بهمن,2025-01-22 14:35:43.305235+00:00,یزد - مهریز,3 ماه و 18 روز,https://mdotmobile.ir/, معتبر تا 8 ماه و 10 روز,
9,http://emalls.ir/src/shop-default.svg,پارس موبایل,https://emalls.ir//Shop/55395/,55395,اینترنتی,,,عدم همکاری با ایمالز,پویا باقری,۰۱۱۳۲۲۹۲۴۱۰,محله : بحرارم غربی - کوچه آیت الله حسینی2 [گلزار 3] - خیابان شهید صالحی - معتقدی - پلاک : 0.0 - طبقه : همکف,info [at] parsmobs [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:43.671825+00:00,مازندران - بابل,--,https://parsmobs.com/,دارد (یک ستاره) معتبر تا 1 سال و 11 ماه و 2 روز,
9,http://emalls.ir/src/shop-default.svg,نیکی استور,https://emalls.ir//Shop/55111/,55111,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,علی محمدشفیع پور,۰۹۱۶۸۱۱۱۸۷۸,محله : شهرک آغاجاری - خیابان ((فرعی )) - خیابان گل داودی [ 2 ] - پلاک : 13.0 - طبقه : 6,a [dot] shafipoor [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989168111878,https://instagram.com/nickistore.ir",چهارشنبه ۳ بهمن,2025-01-22 14:35:44.151672+00:00,خوزستان - اهواز,22 روز,https://nickistore.ir/, معتبر تا 6 ماه و 7 روز,
9,http://emalls.ir/src/shop-default.svg,ایواز,https://emalls.ir//Shop/56095/,56095,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,داود سیابی,۰۱۳۴۴۵۳۲۱۰۷,محله : پاسداران - کوچه (پنجم ) - بلوار پاسداران - پلاک : 289.0 - طبقه : همکف,ivazplus [dot] web [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:44.254263+00:00,گیلان - بندر انزلی,2 روز,https://www.ivazplus.com/,,
9,http://emalls.ir//files/shoplogo/2c8rfed5ev1mzef1jhx6xpxoraqch8lqyfyavgnl8cyj8uinvg[medium].png,یورولوکس کالا,https://emalls.ir//Shop/54865/,54865,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,محمد علی اسدی,۰۶۱۳۲۲۱۵۴۵۸,محله : مرکز شهر - خیابان خوانساری - خیابان کیوان (کاوه ) - مروارید - پلاک : 8.0 - طبقه : 1,info [at] euroluxkala [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:44.716286+00:00,خوزستان - اهواز,27 روز,http://euroluxkala.com/,دارد (یک ستاره) معتبر تا 1 سال و 11 ماه,
10,http://emalls.ir/src/shop-default.svg,کهکشان اکسسوری,https://emalls.ir//Shop/55379/,55379,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,یوسف شهابی,۰۲۱۳۳۸۹۶۱۵۶,محله : شهرک مطهری - کوچه یکم غربی - بلوار آسمان - پلاک : -14.0 - طبقه : همکف, im [dot] yoosef25 [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:45.265192+00:00,تهران - تهران,17 روز,https://kahkeshane-accessory.ir/,,
9,http://emalls.ir/src/shop-default.svg,همراه پت,https://emalls.ir//Shop/50955/,50955,اینترنتی,,,غیرفعال به دلیل عدم تکمیل مدارک,حمید فریدی,۰۹۱۹۶۰۵۳۸۰۴,دانشگاه تهران - بلوار دانشگاه - بلوار دکتر شریعتی - شهرک دانشگاه فاز سه بلوک نوزده - پلاک : 0.0 - طبقه : 3 - واحد : شرقی,faridihamidd [at] gmail [dot] com,بدون امتیاز,,چهارشنبه ۳ بهمن,2025-01-22 14:35:46.263975+00:00,تهران - تهران,3 ماه و 16 روز,https://hamrahpet.com/, معتبر تا 8 ماه و 9 روز,
